"task_id","created_date","status_changed_date","target_date","days_remaining_at_change"
"T86424.309","2020-03-20","2020-04-21","2020-04-02",-19
"T86424.308","2020-03-20","2020-05-08","2020-04-02",-36
"T92044.120","2020-03-13","2020-03-13","2020-03-27",14
"T132578.135","2020-08-06","2020-08-06","2020-08-12",6
"T86424.232","2020-02-21","2020-02-21","2020-02-26",5
"T132578.134","2020-08-06","2020-08-06","2020-08-12",6
"T132578.133","2020-08-06","2020-08-06","2020-08-12",6
"T127607.116","2020-09-09","2020-09-09","2020-09-15",6
"T132578.279","2020-09-04","2020-09-04","2020-09-10",6
"T132578.278","2020-09-04","2020-09-04","2020-09-10",6
"T132578.277","2020-09-04","2020-09-04","2020-09-10",6
"T132578.276","2020-09-04","2020-09-04","2020-09-10",6
"T132578.275","2020-09-04","2020-09-04","2020-09-10",6
"T132578.274","2020-09-04","2020-09-04","2020-09-10",6
"T132578.273","2020-09-04","2020-09-04","2020-09-10",6
"T132578.272","2020-09-04","2020-09-04","2020-09-10",6
"T132578.271","2020-09-04","2020-09-04","2020-09-10",6
"T132578.270","2020-09-04","2020-09-04","2020-09-10",6
"T132578.269","2020-09-04","2020-09-04","2020-09-10",6
"T132578.268","2020-09-04","2020-09-04","2020-09-10",6
"T132578.267","2020-09-04","2020-09-04","2020-09-10",6
"T132578.266","2020-09-04","2020-09-04","2020-09-10",6
"T132578.265","2020-09-04","2020-09-04","2020-09-10",6
"T132578.264","2020-09-04","2020-09-04","2020-09-10",6
"T132578.263","2020-09-04","2020-09-04","2020-09-10",6
"T132578.262","2020-09-04","2020-09-04","2020-09-10",6
"T132578.261","2020-09-04","2020-09-04","2020-09-10",6
"T132578.260","2020-09-04","2020-09-04","2020-09-10",6
"T132578.259","2020-09-04","2020-09-04","2020-09-10",6
"T132578.258","2020-09-04","2020-09-04","2020-09-10",6
"T132578.257","2020-09-04","2020-09-04","2020-09-10",6
"T132607.74","2020-08-27","2020-08-27","2020-09-02",6
"T132607.73","2020-08-27","2020-08-27","2020-09-02",6
"T132578.216","2020-08-26","2020-08-26","2020-09-01",6
"T132578.215","2020-08-26","2020-08-26","2020-09-01",6
"T132578.212","2020-08-25","2020-08-25","2020-08-31",6
"T132578.211","2020-08-24","2020-08-24","2020-08-30",6
"T132578.210","2020-08-24","2020-08-24","2020-08-30",6
"T132578.209","2020-08-24","2020-08-24","2020-08-30",6
"T132578.208","2020-08-24","2020-08-24","2020-08-30",6
"T132578.207","2020-08-24","2020-08-24","2020-08-30",6
"T132578.206","2020-08-24","2020-08-24","2020-08-30",6
"T132578.205","2020-08-24","2020-08-24","2020-08-30",6
"T132578.204","2020-08-24","2020-08-24","2020-08-30",6
"T132578.203","2020-08-24","2020-08-24","2020-08-30",6
"T132578.202","2020-08-24","2020-08-24","2020-08-30",6
"T132578.201","2020-08-24","2020-08-24","2020-08-30",6
"T132578.200","2020-08-24","2020-08-24","2020-08-30",6
"T132578.199","2020-08-24","2020-08-24","2020-08-30",6
"T132578.198","2020-08-24","2020-08-24","2020-08-30",6
"T132578.197","2020-08-24","2020-08-24","2020-08-30",6
"T132578.196","2020-08-24","2020-08-24","2020-08-30",6
"T132578.195","2020-08-24","2020-08-24","2020-08-30",6
"T132578.194","2020-08-24","2020-08-24","2020-08-30",6
"T132578.193","2020-08-24","2020-08-24","2020-08-30",6
"T132578.192","2020-08-24","2020-08-24","2020-08-30",6
"T132578.191","2020-08-24","2020-08-24","2020-08-30",6
"T132578.190","2020-08-24","2020-08-24","2020-08-30",6
"T132578.189","2020-08-24","2020-08-24","2020-08-30",6
"T132578.188","2020-08-21","2020-08-21","2020-08-27",6
"T132578.187","2020-08-21","2020-08-21","2020-08-27",6
"T132578.186","2020-08-21","2020-08-21","2020-08-27",6
"T132578.185","2020-08-21","2020-08-21","2020-08-27",6
"T132578.180","2020-08-19","2020-08-19","2020-08-25",6
"T132578.179","2020-08-19","2020-08-19","2020-08-25",6
"T132578.178","2020-08-19","2020-08-19","2020-08-25",6
"T132578.177","2020-08-19","2020-08-19","2020-08-25",6
"T132578.176","2020-08-19","2020-08-19","2020-08-25",6
"T132578.175","2020-08-19","2020-08-19","2020-08-25",6
"T132578.174","2020-08-19","2020-08-19","2020-08-25",6
"T132578.173","2020-08-19","2020-08-19","2020-08-25",6
"T132578.172","2020-08-19","2020-08-19","2020-08-25",6
"T132578.171","2020-08-19","2020-08-19","2020-08-25",6
"T132578.170","2020-08-19","2020-08-19","2020-08-25",6
"T132578.169","2020-08-19","2020-08-19","2020-08-25",6
"T132578.168","2020-08-19","2020-08-19","2020-08-25",6
"T1.23584182","2020-08-14","2020-08-14","2020-08-20",6
"T132607.56","2020-08-13","2020-08-13","2020-08-19",6
"T132578.157","2020-08-11","2020-08-11","2020-08-17",6
"T132578.154","2020-08-08","2020-08-08","2020-08-14",6
"T127607.97","2020-08-06","2020-08-06","2020-08-12",6
"T132607.44","2020-07-30","2020-07-30","2020-08-05",6
"T132607.43","2020-07-30","2020-08-21","2020-08-05",-16
"T132607.42","2020-07-30","2020-07-30","2020-08-05",6
"T127607.91","2020-07-27","2020-07-27","2020-08-02",6
"T127607.82","2020-07-27","2020-08-04","2020-08-02",-2
"T127607.80","2020-07-27","2020-09-13","2020-08-02",-42
"T132578.119","2020-07-27","2020-07-27","2020-08-02",6
"T132578.118","2020-07-27","2020-07-27","2020-08-02",6
"T127607.79","2020-07-27","2020-07-27","2020-08-02",6
"T132578.115","2020-07-27","2020-07-27","2020-08-02",6
"T132578.114","2020-07-27","2020-07-27","2020-08-02",6
"T132578.113","2020-07-27","2020-07-27","2020-08-02",6
"T132578.112","2020-07-27","2020-07-27","2020-08-02",6
"T132578.111","2020-07-27","2020-07-27","2020-08-02",6
"T132578.110","2020-07-27","2020-07-27","2020-08-02",6
"T132578.109","2020-07-27","2020-07-27","2020-08-02",6
"T132578.108","2020-07-27","2020-07-27","2020-08-02",6
"T132578.107","2020-07-27","2020-07-27","2020-08-02",6
"T132578.106","2020-07-27","2020-07-27","2020-08-02",6
"T132578.105","2020-07-27","2020-07-27","2020-08-02",6
"T132578.104","2020-07-27","2020-07-27","2020-08-02",6
"T132578.103","2020-07-27","2020-07-27","2020-08-02",6
"T132578.102","2020-07-27","2020-07-27","2020-08-02",6
"T132578.101","2020-07-27","2020-07-27","2020-08-02",6
"T132578.100","2020-07-27","2020-07-27","2020-08-02",6
"T132578.99","2020-07-27","2020-07-27","2020-08-02",6
"T132578.98","2020-07-27","2020-07-27","2020-08-02",6
"T132578.97","2020-07-27","2020-07-27","2020-08-02",6
"T132578.96","2020-07-24","2020-07-24","2020-07-30",6
"T132578.94","2020-07-22","2020-07-22","2020-07-28",6
"T132578.93","2020-07-22","2020-07-22","2020-07-28",6
"T132578.92","2020-07-22","2020-07-22","2020-07-28",6
"T132578.91","2020-07-22","2020-07-22","2020-07-28",6
"T132578.90","2020-07-22","2020-07-22","2020-07-28",6
"T132578.89","2020-07-22","2020-07-22","2020-07-28",6
"T132578.88","2020-07-22","2020-07-22","2020-07-28",6
"T127607.75","2020-07-21","2020-07-21","2020-07-27",6
"T132578.85","2020-07-21","2020-07-21","2020-07-27",6
"T132578.84","2020-07-21","2020-07-21","2020-07-27",6
"T132578.83","2020-07-21","2020-07-21","2020-07-27",6
"T132578.82","2020-07-21","2020-07-21","2020-07-27",6
"T132578.81","2020-07-21","2020-07-21","2020-07-27",6
"T132578.80","2020-07-21","2020-07-21","2020-07-27",6
"T132578.79","2020-07-21","2020-07-21","2020-07-27",6
"T132578.78","2020-07-21","2020-07-21","2020-07-27",6
"T132578.77","2020-07-21","2020-07-21","2020-07-27",6
"T132578.76","2020-07-21","2020-07-21","2020-07-27",6
"T132578.75","2020-07-21","2020-07-21","2020-07-27",6
"T132578.74","2020-07-21","2020-07-21","2020-07-27",6
"T127607.74","2020-07-20","2020-07-20","2020-07-26",6
"T132578.68","2020-07-17","2020-07-17","2020-07-23",6
"T132607.31","2020-07-16","2020-07-17","2020-07-22",5
"T132607.30","2020-07-16","2020-08-21","2020-07-22",-30
"T132578.57","2020-07-14","2020-07-14","2020-07-20",6
"T1.22886027","2020-07-10","2020-08-14","2020-07-16",-29
"T1.22885897","2020-07-10","2020-07-29","2020-07-16",-13
"T132578.50","2020-07-08","2020-07-08","2020-07-14",6
"T132578.49","2020-07-08","2020-07-08","2020-07-14",6
"T132578.48","2020-07-08","2020-07-08","2020-07-14",6
"T132578.47","2020-07-08","2020-07-09","2020-07-14",5
"T1.22731764","2020-07-08","2020-07-08","2020-07-09",1
"T132607.13","2020-07-03","2020-07-17","2020-07-09",-8
"T132607.12","2020-07-03","2020-07-17","2020-07-09",-8
"T132607.10","2020-07-03","2020-07-17","2020-07-09",-8
"T132607.9","2020-07-03","2020-07-17","2020-07-09",-8
"T132578.30","2020-06-29","2020-06-29","2020-07-05",6
"T132578.29","2020-06-29","2020-06-29","2020-07-05",6
"T132578.28","2020-06-29","2020-06-29","2020-07-05",6
"T132578.27","2020-06-29","2020-06-29","2020-07-05",6
"T132578.26","2020-06-29","2020-06-29","2020-07-05",6
"T132578.25","2020-06-29","2020-06-29","2020-07-05",6
"T127607.52","2020-06-26","2020-06-26","2020-07-03",7
"T132578.24","2020-06-23","2020-06-23","2020-06-29",6
"T132578.20","2020-06-19","2020-06-19","2020-06-25",6
"T132578.15","2020-06-17","2020-07-17","2020-06-23",-24
"T132578.14","2020-06-17","2020-07-17","2020-06-23",-24
"T132578.13","2020-06-17","2020-06-19","2020-06-23",4
"T132578.12","2020-06-17","2020-06-17","2020-06-23",6
"T132578.11","2020-06-17","2020-07-17","2020-06-23",-24
"T132578.10","2020-06-17","2020-07-17","2020-06-23",-24
"T132578.9","2020-06-17","2020-06-17","2020-06-23",6
"T132578.8","2020-06-17","2020-07-17","2020-06-23",-24
"T132578.7","2020-06-17","2020-07-17","2020-06-23",-24
"T132578.6","2020-06-17","2020-07-17","2020-06-23",-24
"T132578.5","2020-06-17","2020-07-17","2020-06-23",-24
"T132578.4","2020-06-17","2020-09-01","2020-06-23",-70
"T132578.3","2020-06-17","2020-07-17","2020-06-23",-24
"T132578.2","2020-06-17","2020-07-17","2020-06-23",-24
"T132578.1","2020-06-17","2020-07-17","2020-06-23",-24
"T125961.34","2020-06-09","2020-06-09","2020-06-15",6
"T127607.17","2020-06-05","2020-07-01","2020-06-07",-24
"T127607.16","2020-06-05","2020-06-16","2020-06-11",-5
"T103673.28","2020-01-16","2020-06-16","2020-01-23",-145
"T1.21415761","2020-03-13","2020-03-13","2020-03-20",7
"T103675.40","2020-03-11","2020-06-16","2020-03-11",-97
"T103675.39","2020-03-10","2020-06-16","2020-03-17",-91
"T103675.30","2020-03-02","2020-06-16","2020-03-03",-105
"T103675.28","2020-03-02","2020-06-16","2020-03-09",-99
"T103675.26","2020-02-27","2020-06-16","2020-02-27",-110
"T103675.19","2020-02-21","2020-06-16","2020-02-24",-113
"T103675.18","2020-02-21","2020-06-16","2020-02-23",-114
"T103675.17","2020-02-19","2020-06-16","2020-02-26",-111
"T103675.11","2020-02-13","2020-06-16","2020-02-17",-120
"T103675.10","2020-02-12","2020-06-16","2020-02-19",-118
"T103675.9","2020-02-12","2020-06-16","2020-02-19",-118
"T103675.8","2020-02-12","2020-06-16","2020-02-19",-118
"T103675.7","2020-02-10","2020-06-16","2020-02-17",-120
"T103675.6","2020-02-08","2020-06-16","2020-02-15",-122
"T103673.50","2020-01-27","2020-06-16","2020-02-05",-132
"T103673.49","2020-01-27","2020-06-16","2020-01-28",-140
"T103673.48","2020-01-24","2020-06-16","2020-02-03",-134
"T103673.37","2020-01-23","2020-06-16","2020-01-24",-144
"T103673.36","2020-01-23","2020-06-16","2020-01-23",-145
"T103673.34","2020-01-22","2020-06-16","2020-01-22",-146
"T103673.33","2020-01-21","2020-04-29","2020-01-21",-99
"T103673.32","2020-01-17","2020-06-16","2020-01-28",-140
"T103673.31","2020-01-17","2020-06-16","2020-01-24",-144
"T103673.29","2020-01-16","2020-06-16","2020-01-23",-145
"T103673.27","2020-01-16","2020-06-16","2020-01-23",-145
"T103673.26","2020-01-16","2020-06-16","2020-01-23",-145
"T103673.25","2020-01-16","2020-06-16","2020-01-23",-145
"T103673.23","2020-01-15","2020-06-16","2020-01-22",-146
"T103673.22","2020-01-15","2020-06-16","2020-01-22",-146
"T103673.21","2020-01-15","2020-06-16","2020-01-22",-146
"T103673.20","2020-01-15","2020-06-16","2020-01-22",-146
"T103672.65","2020-01-14","2020-06-16","2020-01-21",-147
"T121362.73","2020-07-06","2020-07-07","2020-07-12",5
"T1.23821439","2020-09-07","2020-09-07","2020-09-13",6
"T1.23821204","2020-09-07","2020-09-07","2020-09-13",6
"T1.23821203","2020-09-07","2020-09-07","2020-09-13",6
"T121362.190","2020-09-04","2020-09-04","2020-09-10",6
"T121362.189","2020-09-04","2020-09-04","2020-09-10",6
"T121362.184","2020-09-04","2020-09-04","2020-09-10",6
"T121362.183","2020-09-04","2020-09-04","2020-09-10",6
"T121362.182","2020-09-04","2020-09-04","2020-09-10",6
"T121362.181","2020-09-04","2020-09-04","2020-09-10",6
"T121362.178","2020-09-04","2020-09-04","2020-09-10",6
"T1.23744620","2020-09-03","2020-09-03","2020-09-09",6
"T121354.145","2020-09-03","2020-09-03","2020-09-09",6
"T121354.144","2020-09-03","2020-09-07","2020-09-09",2
"T121354.142","2020-09-03","2020-09-03","2020-09-09",6
"T121354.140","2020-09-03","2020-09-03","2020-09-09",6
"T121354.138","2020-09-03","2020-09-03","2020-09-09",6
"T121354.137","2020-09-03","2020-09-03","2020-09-09",6
"T121354.135","2020-09-03","2020-09-07","2020-09-09",2
"T1.23736904","2020-09-03","2020-09-03","2020-09-09",6
"T121360.57","2020-09-01","2020-09-01","2020-09-07",6
"T121360.51","2020-09-01","2020-09-01","2020-09-07",6
"T121360.49","2020-09-01","2020-09-01","2020-09-07",6
"T121360.45","2020-09-01","2020-09-01","2020-09-07",6
"T121354.131","2020-08-28","2020-09-07","2020-09-03",-4
"T121354.128","2020-08-28","2020-09-07","2020-09-03",-4
"T121354.127","2020-08-28","2020-08-28","2020-09-03",6
"T121362.175","2020-08-28","2020-09-03","2020-09-03",0
"T121354.126","2020-08-28","2020-09-07","2020-09-03",-4
"T121362.72","2020-07-06","2020-07-07","2020-07-12",5
"T121354.125","2020-08-28","2020-08-28","2020-09-03",6
"T121362.174","2020-08-28","2020-08-28","2020-09-03",6
"T121362.173","2020-08-28","2020-08-28","2020-09-03",6
"T121354.124","2020-08-28","2020-08-28","2020-09-03",6
"T1.23686221","2020-08-28","2020-08-28","2020-09-03",6
"T1.23678958","2020-08-27","2020-08-27","2020-09-02",6
"T1.23678906","2020-08-27","2020-08-27","2020-09-02",6
"T1.23678905","2020-08-27","2020-08-27","2020-09-02",6
"T1.23678902","2020-08-27","2020-08-27","2020-09-02",6
"T121362.170","2020-08-26","2020-08-26","2020-09-01",6
"T121362.168","2020-08-26","2020-08-28","2020-09-01",4
"T121362.167","2020-08-26","2020-08-28","2020-09-01",4
"T121362.165","2020-08-26","2020-08-28","2020-09-01",4
"T121362.163","2020-08-26","2020-08-26","2020-09-01",6
"T121362.162","2020-08-26","2020-08-26","2020-09-01",6
"T121362.160","2020-08-26","2020-08-26","2020-09-01",6
"T121362.159","2020-08-26","2020-08-28","2020-09-01",4
"T121362.158","2020-08-26","2020-09-07","2020-09-01",-6
"T121362.157","2020-08-26","2020-09-07","2020-09-01",-6
"T121362.154","2020-08-21","2020-08-28","2020-08-27",-1
"T121362.152","2020-08-21","2020-08-21","2020-08-27",6
"T121362.150","2020-08-21","2020-08-21","2020-08-27",6
"T121362.147","2020-08-21","2020-08-28","2020-08-27",-1
"T121362.146","2020-08-21","2020-08-28","2020-08-27",-1
"T121362.145","2020-08-21","2020-08-21","2020-08-27",6
"T121354.123","2020-08-21","2020-08-28","2020-08-27",-1
"T121354.122","2020-08-21","2020-08-21","2020-08-27",6
"T121354.121","2020-08-21","2020-08-21","2020-08-27",6
"T121354.120","2020-08-21","2020-09-07","2020-08-27",-11
"T121354.119","2020-08-21","2020-08-21","2020-08-27",6
"T121354.117","2020-08-21","2020-08-21","2020-08-27",6
"T121354.116","2020-08-21","2020-09-07","2020-08-27",-11
"T121354.115","2020-08-21","2020-08-21","2020-08-27",6
"T121354.114","2020-08-21","2020-08-28","2020-08-27",-1
"T121354.113","2020-08-21","2020-08-27","2020-08-27",0
"T121354.112","2020-08-21","2020-08-28","2020-08-27",-1
"T121362.71","2020-07-06","2020-07-07","2020-07-12",5
"T121362.142","2020-08-17","2020-09-07","2020-08-23",-15
"T121362.141","2020-08-17","2020-08-28","2020-08-23",-5
"T121362.138","2020-08-17","2020-09-03","2020-08-23",-11
"T121362.132","2020-08-17","2020-08-17","2020-08-23",6
"T121362.131","2020-08-17","2020-08-17","2020-08-23",6
"T1.23582402","2020-08-13","2020-08-13","2020-08-19",6
"T1.23582401","2020-08-13","2020-08-13","2020-08-19",6
"T121356.39","2020-08-13","2020-08-27","2020-08-19",-8
"T121356.36","2020-08-13","2020-08-28","2020-08-19",-9
"T121356.35","2020-08-13","2020-08-28","2020-08-19",-9
"T121356.32","2020-08-13","2020-08-27","2020-08-19",-8
"T121356.31","2020-08-13","2020-08-27","2020-08-19",-8
"T121356.29","2020-08-13","2020-08-27","2020-08-19",-8
"T121362.126","2020-08-11","2020-08-28","2020-08-17",-11
"T121362.125","2020-08-11","2020-08-28","2020-08-17",-11
"T121362.124","2020-08-11","2020-08-11","2020-08-17",6
"T121362.123","2020-08-11","2020-08-11","2020-08-17",6
"T121362.122","2020-08-11","2020-08-11","2020-08-17",6
"T121362.121","2020-08-11","2020-09-01","2020-08-17",-15
"T1.23504269","2020-08-11","2020-08-11","2020-08-17",6
"T121360.44","2020-08-10","2020-08-10","2020-08-16",6
"T121360.42","2020-08-10","2020-08-10","2020-08-16",6
"T121360.39","2020-08-10","2020-09-01","2020-08-16",-16
"T121360.37","2020-08-10","2020-09-01","2020-08-16",-16
"T121360.33","2020-08-10","2020-08-10","2020-08-16",6
"T121362.119","2020-08-06","2020-08-28","2020-08-12",-16
"T121362.118","2020-08-06","2020-08-06","2020-08-12",6
"T121362.117","2020-08-06","2020-08-06","2020-08-12",6
"T121362.116","2020-08-06","2020-09-03","2020-08-12",-22
"T121362.115","2020-08-06","2020-09-07","2020-08-12",-26
"T121362.114","2020-08-06","2020-08-06","2020-08-12",6
"T121362.113","2020-08-06","2020-08-28","2020-08-12",-16
"T121362.111","2020-08-06","2020-08-28","2020-08-12",-16
"T121362.110","2020-08-06","2020-08-28","2020-08-12",-16
"T121362.106","2020-08-06","2020-09-03","2020-08-12",-22
"T121362.105","2020-08-06","2020-09-03","2020-08-12",-22
"T121356.22","2020-08-06","2020-08-27","2020-08-12",-15
"T121356.21","2020-08-06","2020-08-27","2020-08-12",-15
"T121356.20","2020-08-06","2020-08-27","2020-08-12",-15
"T121356.17","2020-08-06","2020-08-27","2020-08-12",-15
"T121356.15","2020-08-06","2020-09-07","2020-08-12",-26
"T122846.68","2020-08-05","2020-08-05","2020-08-11",6
"T122846.67","2020-08-05","2020-08-05","2020-08-11",6
"T121356.13","2020-07-31","2020-07-31","2020-08-06",6
"T121356.12","2020-07-31","2020-07-31","2020-08-06",6
"T121356.11","2020-07-31","2020-07-31","2020-08-06",6
"T121356.10","2020-07-31","2020-07-31","2020-08-06",6
"T121356.9","2020-07-30","2020-07-30","2020-08-05",6
"T121356.8","2020-07-30","2020-07-30","2020-08-05",6
"T121356.7","2020-07-30","2020-07-31","2020-08-05",5
"T121356.6","2020-07-30","2020-07-30","2020-08-05",6
"T121356.4","2020-07-30","2020-08-27","2020-08-05",-22
"T121356.3","2020-07-30","2020-09-07","2020-08-05",-33
"T1.23246329","2020-07-29","2020-08-07","2020-08-04",-3
"T1.23246156","2020-07-29","2020-07-29","2020-08-04",6
"T1.23245849","2020-07-29","2020-07-29","2020-08-04",6
"T121362.103","2020-07-28","2020-07-29","2020-08-03",5
"T121362.97","2020-07-28","2020-07-28","2020-08-03",6
"T1.23173537","2020-07-24","2020-07-24","2020-07-30",6
"T121354.105","2020-07-24","2020-07-24","2020-07-30",6
"T121354.102","2020-07-24","2020-07-31","2020-07-30",-1
"T121354.101","2020-07-24","2020-07-31","2020-07-30",-1
"T121354.99","2020-07-24","2020-07-29","2020-07-30",1
"T121354.98","2020-07-24","2020-07-24","2020-07-30",6
"T121362.94","2020-07-23","2020-07-23","2020-07-29",6
"T121362.88","2020-07-23","2020-08-28","2020-07-29",-30
"T121362.87","2020-07-23","2020-08-28","2020-07-29",-30
"T121362.86","2020-07-23","2020-08-28","2020-07-29",-30
"T121362.85","2020-07-23","2020-08-28","2020-07-29",-30
"T121362.84","2020-07-23","2020-08-28","2020-07-29",-30
"T121362.83","2020-07-23","2020-08-28","2020-07-29",-30
"T121362.82","2020-07-23","2020-08-28","2020-07-29",-30
"T121362.80","2020-07-23","2020-08-28","2020-07-29",-30
"T121362.79","2020-07-23","2020-08-28","2020-07-29",-30
"T121362.78","2020-07-23","2020-08-28","2020-07-29",-30
"T121362.77","2020-07-23","2020-08-28","2020-07-29",-30
"T121362.76","2020-07-23","2020-08-28","2020-07-29",-30
"T121362.75","2020-07-23","2020-08-28","2020-07-29",-30
"T121362.74","2020-07-23","2020-08-28","2020-07-29",-30
"T1.23160694","2020-07-23","2020-07-23","2020-07-29",6
"T1.23160557","2020-07-23","2020-07-23","2020-07-29",6
"T1.23160462","2020-07-23","2020-07-23","2020-07-29",6
"T1.23160461","2020-07-23","2020-07-23","2020-07-29",6
"T1.23160446","2020-07-23","2020-07-23","2020-07-29",6
"T1.23160370","2020-07-23","2020-07-23","2020-07-29",6
"T121354.93","2020-07-17","2020-07-17","2020-07-23",6
"T121354.92","2020-07-17","2020-07-17","2020-07-23",6
"T121354.89","2020-07-17","2020-07-17","2020-07-23",6
"T121360.29","2020-07-14","2020-07-24","2020-07-20",-4
"T121360.27","2020-07-14","2020-07-14","2020-07-20",6
"T121360.26","2020-07-14","2020-07-24","2020-07-20",-4
"T121360.23","2020-07-14","2020-07-24","2020-07-20",-4
"T1.22893363","2020-07-10","2020-07-20","2020-07-16",-4
"T1.22893361","2020-07-10","2020-07-20","2020-07-16",-4
"T121354.83","2020-07-09","2020-07-09","2020-07-15",6
"T121354.76","2020-06-29","2020-07-31","2020-07-05",-26
"T121354.73","2020-06-29","2020-06-29","2020-07-05",6
"T121354.67","2020-06-29","2020-06-29","2020-07-05",6
"T121362.65","2020-06-26","2020-07-09","2020-07-02",-7
"T121362.63","2020-06-26","2020-07-20","2020-07-02",-18
"T132838.3","2020-06-22","2020-06-22","2020-06-28",6
"T132838.2","2020-06-22","2020-06-22","2020-06-28",6
"T132838.1","2020-06-22","2020-06-22","2020-06-28",6
"T121354.64","2020-06-19","2020-08-28","2020-06-25",-64
"T121354.62","2020-06-19","2020-06-19","2020-06-25",6
"T121354.61","2020-06-19","2020-06-19","2020-06-25",6
"T121354.60","2020-06-19","2020-06-19","2020-06-25",6
"T121354.58","2020-06-19","2020-06-19","2020-06-25",6
"T121360.16","2020-06-11","2020-08-28","2020-06-17",-72
"T121360.13","2020-06-11","2020-07-07","2020-06-17",-20
"T121354.47","2020-06-10","2020-06-10","2020-06-16",6
"T121354.46","2020-06-10","2020-07-31","2020-06-16",-45
"T121354.45","2020-06-10","2020-06-10","2020-06-16",6
"T121354.44","2020-06-10","2020-06-10","2020-06-16",6
"T121354.43","2020-06-10","2020-06-10","2020-06-16",6
"T121354.42","2020-06-10","2020-06-10","2020-06-16",6
"T121354.41","2020-06-10","2020-06-10","2020-06-16",6
"T121362.9","2020-05-25","2020-06-24","2020-05-31",-24
"T121362.8","2020-05-25","2020-06-24","2020-05-31",-24
"T121362.7","2020-05-25","2020-06-24","2020-05-31",-24
"T121362.6","2020-05-25","2020-06-24","2020-05-31",-24
"T121362.4","2020-05-25","2020-06-24","2020-05-31",-24
"T121362.3","2020-05-25","2020-06-24","2020-05-31",-24
"T121362.2","2020-05-25","2020-06-24","2020-05-31",-24
"T121362.1","2020-05-25","2020-06-24","2020-05-31",-24
"T135787.27","2020-08-05","2020-08-05","2020-08-11",6
